Token,Item Name,Variation Name,SKU,Description,Categories,Reporting Category,SEO Title,SEO Description,Permalink,GTIN,Square Online Item Visibility,Item Type,Weight (lb),Social Media Link Title,Social Media Link Description,Shipping Enabled,Self-serve Ordering Enabled,Delivery Enabled,Pickup Enabled,Price,Online Sale Price,Archived,Sellable,Contains Alcohol,Stockable,Skip Detail Screen in POS,Option Name 1,Option Value 1,Enabled LML Repair - North Seattle,Current Quantity LML Repair - North Seattle,New Quantity LML Repair - North Seattle,Stock Alert Enabled LML Repair - North Seattle,Stock Alert Count LML Repair - North Seattle,Price LML Repair - North Seattle,Enabled LML Repair - Seattle,Current Quantity LML Repair - Seattle,New Quantity LML Repair - Seattle,Stock Alert Enabled LML Repair - Seattle,Stock Alert Count LML Repair - Seattle,Price LML Repair - Seattle,Enabled LML Repair - West Seattle,Current Quantity LML Repair - West Seattle,New Quantity LML Repair - West Seattle,Stock Alert Enabled LML Repair - West Seattle,Stock Alert Count LML Repair - West Seattle,Price LML Repair - West Seattle,Modifier Set - Add Ons
56TLPZACZDHLUHCZBHUNACW7,iPhone 6s Screen | Repair Kit [White],Regular,V104252,"The iPhone 6s Screen Repair Kit [White] provides a comprehensive solution for fixing damaged or cracked screens on your iPhone 6s. This kit includes a high-quality black replacement screen, precision tools, and a step-by-step installation guide, ensuring a hassle-free repair process. Designed to restore your device's original display quality and touch sensitivity, the kit offers an affordable alternative to professional repairs, helping you save time and money while extending the life of your phone. Ideal for both DIY enthusiasts and beginners, this repair kit empowers you to fix your iPhone 6s screen with confidence.",Apple > iPhone,Apple > iPhone,,"The iPhone 6s Screen Repair Kit [Black] provides a comprehensive solution for fixing damaged or cracked screens on your iPhone 6s. This kit includes a high-quality black replacement screen, precision tools, and a step-by-step installation guide, ensuring a hassle-free repair process. Designed to restore your device's original display quality and touch sensitivity, the kit offers an affordable alternative to professional repairs, helping you save time and money while extending the life of your phone. Ideal for both DIY enthusiasts and beginners, this repair kit empowers you to fix your iPhone 6s screen with confidence.",,,visible,Physical good,,,,Y,N,N,N,90.00,,N,,N,,N,,,Y,,,,,,Y,,,,,,Y,,,,,,N
LB5KKAJE64GT2F5ERXDEKL2G,iPhone 6s Screen | Repair Kit [White],Regular,,"<p><em>Breathe new life into your white iPhone 6s! This repair kit has everything you need to replace a cracked screen, including a white replacement screen (all parts pre-installed in some kits) and tools. While cheaper than Apple repairs, consider getting help from a pro if you&#39;re not comfortable fixing it yourself.</em></p>",Apple > iPhone,Apple > iPhone,,"Breathe new life into your white iPhone 6s! This repair kit has everything you need to replace a cracked screen, including a white replacement screen (all parts pre-installed in some kits) and tools. While cheaper than Apple repairs, consider getting help from a pro if you're not comfortable fixing it yourself.",,,hidden,Physical good,,,,Y,N,N,N,90.00,,N,,N,,N,,,Y,,,,,,Y,,,,,,Y,1,,,,,N
XO3LYMBGWLWPYN4FFQCNOTRV,iPhone 7 G BATTERY,Regular,3697013,,,,,,,,unavailable,Physical good,,,,Y,,,,variable,,N,,N,,N,,,N,0,,,,,N,0,,,,,Y,1,,,,,N
275GRJSRVVZQFTXPH6MFL37L,iPhone 7 Plus Screen | Part,Regular,,"The iPhone 7 Plus Parts Kit is a comprehensive solution for repairing and restoring your device. This high-quality kit includes essential replacement components such as the screen assembly, battery, back cover, camera modules, charging port flex cable, and more. Each part is engineered to meet or exceed original specifications, ensuring reliable performance and a seamless fit.",,,,,,,hidden,Physical good,,,,Y,N,N,N,90.00,,N,,N,,N,,,Y,,,,,,Y,,,,,,Y,,,,,,N
WUPS4ZAOP62UVL2T6EV7LTBO,iPhone 7 Plus Screen | Repair Kit [Black],Regular,,"<p><br/></p><p><em>Give your iPhone 7 Plus a new lease on life! This repair kit includes a black replacement screen (entire display or just the glass, depending on the kit) and the tools you need to fix a cracked screen yourself. While cheaper than Apple repairs, consider getting help from a pro if you&#39;re not comfortable working with electronics.</em></p>",Apple > iPhone,Apple > iPhone,,,,,visible,Physical good,,,,Y,N,N,N,90.00,,N,,N,,N,,,Y,,,,,,Y,,,,,,Y,1,,,,,N
EBKEUYTAKUMVCHPJKGKYOO5P,iPhone 7 Plus Screen | Repair Kit [White],Regular,,<p><em>Bring your shattered iPhone 7 Plus back to life! This repair kit includes a white replacement screen (likely just the glass) and all the tools you&#39;ll need to fix it yourself. While it&#39;s cheaper than going to Apple </em><strong><em>fixing it yourself can be tricky</em></strong><em>. Consider your repair skills before attempting it.</em></p>,Apple > iPhone,Apple > iPhone,,,,,visible,Physical good,,,,Y,N,N,N,90.00,,N,,N,,N,,,Y,,,,,,Y,,,,,,Y,1,,,,,N
UQBHLWUTCT5NY2AW2IX35P55,iPhone 7 Screen | Part,Regular,,"Comprehensive selection of replacement parts for the iPhone 7, designed to restore functionality and appearance. Includes essential components such as screen assemblies, batteries, back covers, charging port cables, camera lenses, and more. Whether you need to repair a cracked screen, replace a worn-out battery, or fix a malfunctioning button, our range of iPhone 7 parts ensures your device can be restored to optimal condition.",,,,,,,hidden,Physical good,,,,Y,N,N,N,90.00,,N,,N,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N
SQTHF4BB7PZ3C22TFKDELIJQ,iPhone 7 Screen | Part [Black],Regular,,"<p><em>The iPhone 7 screen assembly (Black) includes a 4.7-inch Retina HD display with a resolution of 1334x750 pixels, a touch-sensitive digitizer, black front glass, and an aluminum frame. It features the front camera, proximity sensor, ambient light sensor, and earpiece speaker, along with the necessary ribbon cables for connection.</em></p>",,,,,,,hidden,Physical good,,,,Y,N,N,N,90.00,,N,,N,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N
J6WQFWJ4BW2IQDSBLAWS6LLC,iPhone 7 Screen | Part [White],Regular,,"<p><em>The iPhone 7 screen assembly (White) includes a 4.7-inch Retina HD display with a resolution of 1334x750 pixels, a touch-sensitive digitizer, white front glass, and an aluminum frame. It features the front camera, proximity sensor, ambient light sensor, and earpiece speaker, along with the necessary ribbon cables for connection.</em></p>",,,,,,,hidden,Physical good,,,,Y,N,N,N,90.00,,N,,N,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N
7QQNNDNBQAI6XVQEVE74OJ4V,iPhone 7 Screen | Repair Kit [Black],Regular,,"The ""iPhone 7 Screen Repair Kit [Black]"" is a comprehensive solution for fixing a damaged iPhone 7 display. This kit includes a high-quality black replacement screen that restores the device’s original clarity and touch sensitivity. Along with the screen, the kit comes with all necessary tools, such as precision screwdrivers, adhesive strips, and a step-by-step instruction manual, ensuring a hassle-free repair process. Ideal for both novice and experienced users, this repair kit allows you to save time and money by fixing your iPhone 7 screen at home, bringing your device back to life with ease and efficiency.",Apple > iPhone,Apple > iPhone,,"The ""iPhone 7 Screen Repair Kit [Black]"" is a comprehensive solution for fixing a damaged iPhone 7 display. This kit includes a high-quality black replacement screen that restores the device’s original clarity and touch sensitivity. Along with the screen, the kit comes with all necessary tools, such as precision screwdrivers, adhesive strips, and a step-by-step instruction manual, ensuring a hassle-free repair process. Ideal for both novice and experienced users, this repair kit allows you to save time and money by fixing your iPhone 7 screen at home, bringing your device back to life with ease and efficiency.",,,visible,Physical good,,,,Y,N,N,N,90.00,,N,,N,,N,,,Y,,,,,,Y,,,,,,Y,1,,,,,N
4QJIMQWXYQLB3XGYJ6AMP7L4,iPhone 7 Screen | Repair Kit [White],Regular,,"<p><em>Breathe new life into your iPhone 7! This white iPhone 7 screen repair kit includes a replacement screen (possibly just the glass) and all the tools you need to fix a cracked screen yourself. It&#39;s a budget-friendly option, but remember - </em><strong><em>pro help is recommended</em></strong><em> for those less tech-savvy.</em>﻿</p>",Apple > iPhone,Apple > iPhone,,,,,visible,Physical good,,,,Y,N,N,N,90.00,,N,,N,,N,,,Y,,,,,,Y,,,,,,Y,1,,,,,N
5DB563XJBL27AZTXE7BZMAR7,iPhone 8 / SE 2020 / SE 2022 Screen | Part,Regular,,"The iPhone 8 / SE 2020 / SE 2022 Parts Kit is an all-inclusive solution for repairing and replacing various components of your iPhone. This versatile kit includes high-quality replacement parts such as the screen assembly, battery, back cover, camera lenses, charging port flex cable, home button, and more. Each part is designed to seamlessly restore your device's functionality and appearance.",,,,,,,hidden,Physical good,,,,Y,N,N,N,90.00,,N,,N,,N,,,Y,,,,,,Y,,,,,,Y,,,,,,N
66TGWP3BZFO7XLWZHMMROOPP,iPhone 8 / SE 2020 / SE 2022 Screen | Part [Black],Regular,,"<p><em>The iPhone 8, SE (2020), and SE (2022) screen assembly (Black) includes a 4.7-inch Retina HD display with a resolution of 1334x750 pixels, a touch-sensitive digitizer, black front glass, and an aluminum frame. It features the front camera, proximity sensor, ambient light sensor, and earpiece speaker, along with the necessary ribbon cables for connection.</em></p>",,,,,,,hidden,Physical good,,,,Y,N,N,N,90.00,,N,,N,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N
BAKQ5IH2YFXJGGIJFYV4OIMQ,iPhone 8 / SE 2020 / SE 2022 Screen | Parts [White],Regular,,"<p><em>The iPhone 8, SE (2020), and SE (2022) screen assembly (White) includes a 4.7-inch Retina HD display with a resolution of 1334x750 pixels, a touch-sensitive digitizer, white front glass, and an aluminum frame. It features the front camera, proximity sensor, ambient light sensor, and earpiece speaker, along with the necessary ribbon cables for connection.</em></p>",,,,,,,hidden,Physical good,,,,Y,N,N,N,90.00,,N,,N,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N
7RXOPS4ITVXGRGOVR4NTBU2U,iPhone 8 / SE 2020 / SE 2022 Screen | Repair Kit [Black],Regular,,"<p><em>Cracked iPhone 8, SE (2020), or SE (2022) screen? This repair kit provides a black replacement screen</em><em> (all or just the glass) and tools to fix it yourself. Save money compared to Apple repairs but </em><strong><em>check online resources</em></strong><em> for compatibility and consider getting help if you&#39;re not comfortable with repairs.</em></p>",Apple > iPhone,Apple > iPhone,,"Cracked iPhone 8, SE (2020), or SE (2022) screen? This repair kit provides a black replacement screen (all or just the glass) and tools to fix it yourself. Save money compared to Apple repairs but check online resources for compatibility and consider getting help if you're not comfortable with repairs.",,,visible,Physical good,,,,Y,N,N,N,90.00,,N,,N,,N,,,Y,,,,,,Y,,,,,,Y,1,,,,,N
CE4SU5EABOTTU5CTVDIQMVPD,iPhone 8 / SE 2020 / SE 2022 Screen | Repair Kit [White],Regular,,"<p><em>Cracked iPhone 8, SE (2020), or SE (2022) screen? This white replacement screen kit (glass only in some) has the tools to fix it yourself and save money on repairs. Remember, these models use the same screen! </em><strong><em>Check online for compatibility</em></strong><em> before you buy.</em></p>",Apple > iPhone,Apple > iPhone,,,,,visible,Physical good,,,,Y,N,N,N,90.00,,N,,N,,N,,,Y,,,,,,Y,,,,,,Y,1,,,,,N
BVIUNIWJTBZRCSWMRXZDFYR6,iPhone 8 Plus Screen | Part,Regular,,"<p>The <strong>iPhone 8 Plus Parts Kit</strong> is a versatile collection designed to help you repair and restore your iPhone 8 Plus to its optimal condition. This kit includes high-quality replacement components such as the screen assembly, battery, back glass, charging port flex cable, camera lenses, home button, and more. Each part is engineered to match the original specifications of your device, ensuring seamless functionality and a perfect fit.</p>",,,,,,,hidden,Physical good,,,,Y,N,N,N,90.00,,N,,N,,N,,,Y,,,,,,Y,,,,,,Y,,,,,,N
3CUGPBLNB5UZLVAJN6UL2A4V,iPhone 8 Plus Screen | Part [Black],Regular,,"<p><em>The iPhone 8 Plus screen assembly (Black) includes a 5.5-inch Retina HD display with a resolution of 1920x1080 pixels, a touch-sensitive digitizer, black front glass, and an aluminum frame. It features the front camera, proximity sensor, ambient light sensor, and earpiece speaker, along with the necessary ribbon cables for connection.</em></p>",,,,,,,hidden,Physical good,,,,Y,N,N,N,90.00,,N,,N,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N
FPV6JRF7CFMS354A4TM3LO3H,iPhone 8 Plus Screen | Parts  [White],Regular,,"<p><em>The iPhone 8 Plus screen assembly (White) includes a 5.5-inch Retina HD display with a resolution of 1920x1080 pixels, a touch-sensitive digitizer, white front glass, and an aluminum frame. It features the front camera, proximity sensor, ambient light sensor, and earpiece speaker, along with the necessary ribbon cables for connection.</em></p>",,,,,,,hidden,Physical good,,,,Y,N,N,N,90.00,,N,,N,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N
42LDORIPJ5HPPYAYM3AMJ2B2,iPhone 8 Plus Screen | Repair Kit [Black],Regular,,"<p><br/></p><p><em>Bring your shattered iPhone 8 Plus back to life with a black replacement screen (glass only possible) and tools included in this repair kit. DIY fix saves cash, but be sure of your repair skills before attempting it!</em></p>",Apple > iPhone,Apple > iPhone,,,,,visible,Physical good,,,,Y,N,N,N,90.00,,N,,N,,N,,,Y,,,,,,Y,,,,,,Y,1,,,,,N
HI4PTMEUDFH7EOAI5RMVV3WW,iPhone 8 Plus Screen | Repair Kit [White],Regular,120234T,"<p><br/></p><p><em>Bring your shattered iPhone 8 Plus back to life with a black replacement screen (glass only possible) and tools included in this repair kit. DIY fix saves cash, but be sure of your repair skills before attempting it!</em></p>",Apple > iPhone,Apple > iPhone,,,,,visible,Physical good,,,,Y,N,N,N,90.00,,N,,N,,N,,,Y,,,,,,Y,,,,,,Y,,,,,,N
TAA7BYACDBQ272IQXIFEAKZT,iPhone X Screen | Part,Regular,,"Replace your iPhone 11's scratched or cracked front glass or malfunctioning ""Liquid Retina"" LCD display with this high-quality part. This new screen will restore your phone's appearance and touch functionality.",,,,,,,hidden,Physical good,,,,Y,N,N,N,90.00,,N,,N,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N
OK2ZPHUROM576FFSSVQCVEAN,iPhone X Screen | Repair Kit,Regular,,"The iPhone X Screen Repair Kit offers a comprehensive solution for fixing a cracked or malfunctioning screen. This kit includes a high-quality replacement screen, precision tools, and detailed step-by-step instructions to guide users through the repair process. Designed for both novice and experienced technicians, the kit ensures a seamless and efficient screen replacement, restoring the iPhone X to its original display quality and functionality. With this all-in-one repair kit, you can save time and money by avoiding costly professional repairs.",Apple > iPhone,Apple > iPhone,,"The iPhone X Screen Repair Kit offers a comprehensive solution for fixing a cracked or malfunctioning screen. This kit includes a high-quality replacement screen, precision tools, and detailed step-by-step instructions to guide users through the repair process. Designed for both novice and experienced technicians, the kit ensures a seamless and efficient screen replacement, restoring the iPhone X to its original display quality and functionality. With this all-in-one repair kit, you can save time and money by avoiding costly professional repairs.",,,visible,Physical good,,,,Y,N,N,N,90.00,,N,,N,,N,,,Y,,,,,,Y,,,,,,Y,1,,,,,N
VDBAGGCJN3S6Y3KDGCYABE5E,iPhone XR Screen | Part,Regular,,"The iPhone XR Parts collection includes all essential components required for repairing and maintaining the iPhone XR. These parts are designed to be compatible with the iPhone XR model, ensuring seamless integration and optimal performance. The collection features a variety of high-quality replacement parts such as screens, batteries, cameras, and internal circuitry. Each part undergoes rigorous testing to meet industry standards, offering reliability and durability. Whether you're a professional technician or a DIY enthusiast, these parts provide a cost-effective solution for extending the life of your iPhone XR and restoring its functionality.",,,,"The iPhone XR Parts collection includes all essential components required for repairing and maintaining the iPhone XR. These parts are designed to be compatible with the iPhone XR model, ensuring seamless integration and optimal performance. The collection features a variety of high-quality replacement parts such as screens, batteries, cameras, and internal circuitry. Each part undergoes rigorous testing to meet industry standards, offering reliability and durability. Whether you're a professional technician or a DIY enthusiast, these parts provide a cost-effective solution for extending the life of your iPhone XR and restoring its functionality.",,,hidden,Physical good,,,,Y,N,N,N,90.00,,N,,N,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N
